comments,date,name
"
مع الأسف هذا الدواء مقطوع في مدينة مكناس أيضا يوجد فقط في صيدليات قليلة وبعيدة وهو ضروري كل يوم مدى الحياة وليس له بديل حسبي الله ونعم الوكيل في المسؤولين الذين لا يعرفون خطورة انقطاع الدواء عن المرضى.
",الأحد 01 شتنبر 2019 - 11:53,<strong>ام هاجر</strong>
"
السلام الغريب في الأمر أن ثمنه يساوي 6.80 درهم 
وهم يتعاملون بمنطق الربح 
فهل يعوض من طرف كنوبس وهو لايساوي ثمن كأس شاي 
المشكل العويص: انه يعالج مرضا مزمنا مدى الحياة
",الأحد 01 شتنبر 2019 - 12:42,
"
كنت فيما قبل اقول ان السيد الوزير كان مظلوم و ربما كانت حمل مسعورة تقام ضده لكن سياذته قطع لي الشك باليقين حين لستمعت لهطابه المطمئن و ان الدواء اصبح متوفر و بالفائض في جميع الصيدليات و هرعت علي التو لاتيقن ان ما قاله السيد الوزير كان للناس الذين يتواجدون في اليابان و البرازيل و ارلندا لا للمغاربة و حتى البارحة لا أثر لهذا الرواء ليڤوتيروكس و حتى كارديوأسبرين ضد تكلل الدم 
فشكرا للسيد الوزير على طمئنة الناس الذين عندهم وزراء يهتمون بصحتهم و مشاكلهم
",الأحد 01 شتنبر 2019 - 13:18,<strong>ameur</strong>
"
اتمنى ان يكلف الملك عزيز رباح بتكوين حكومة لان هذه لا تنش و ريحتها عطات بزاف
",الأحد 01 شتنبر 2019 - 13:24,<strong>متتبع</strong>
"
لماذا يوفرون الاكتفاء الذاتي من السيجار الكوبي ويعجزون عن توفير دواء يعتبر أساسيا لمرضى قصور الغدة الدرقية هذا الدواء الذي تأخذ جرعاته بانتظام يوميا طول حياة المرض وأي نسيان لتناول جرعة او جرعتين تنتج عنه مضاعفات خطيرة فما بالك الانقطاع عن تناول الجرعات اليومية ....اَي دولة وأي وزارة صحة هذه التي عجزت عن توفير دواء مهم للمواطنين مسألة بسيطة لو حملت على محمل الجد لمن يهم الامر...عار على دولة لا تحترم مرضاها وأصحائها
هل يتوجه المرضى المحتاجين لمنظمة الصحة العالمية او طلب النجدة والمساعدة من دول أخرى من باب حقوق الانسان ....فالمسؤولون في سبات عميق ولا يهمه امر المريض الذي بحاجة للدواء الذي يؤدي مقابلا ماديا عنه
",الأحد 01 شتنبر 2019 - 13:31,<strong>مواطن</strong>
"
انا كمستخدم صيدلي الدواء مفقود منذ مايزيد على عشرة ايام ليس فقط في الدار البيضاء والمحمدية ولكن حتى نواحي فاس ثلاث شركات التوزيع لا تتوفر عليه وهذه هي الحقيقة
",الأحد 01 شتنبر 2019 - 13:49,<strong>عبد اللطيف</strong>
"
يجب على الدولة البحث عن حلول معقولة. لا يعقل ان يبقى المرضى تحت رحمة هذه الشركة. يجب البحث عن بدائل عند شركات اخرى او تركيبه بالمغرب.
",الأحد 01 شتنبر 2019 - 13:52,<strong>بدر</strong>
"
المشكلة أيضا أن أغلبية المغاربة يشترون كميات كبيرة اكتر من حاجاتهم مثل التعليق رقم 3.
الكل يفكر في نفسه فقط.
كنت مع اخي واشترينا فقط ما نحتاجه مادة شهرين حتى يجد المرضى الآخرين أدائهم.
",الأحد 01 شتنبر 2019 - 14:20,<strong>ابوبكر</strong>
"
للاسف الشديد بعض الصيدليات بالرغم من ان الدواء لديهم لايبيعونه لاي كان بل لمعارفهم واصحابهم
",الأحد 01 شتنبر 2019 - 14:30,<strong>abdo</strong>
"
واش ا عباد الله غير هذا الدواء لكين ديال الغدة الدرقية في البلاد ،اصلا هذا كيدخل من فرنسا واشحنا ديما غادي نعول على هذا مستعمر راه كينين دول عندهم هذا الدواء ،وزعما فين هذا الدكاترة لي في هذا البلاد ميقدروش استنسخوا ولو بعض الادوية.صراحة هذا البلاد ضحكة ،قاهرنا غير في شفوي حتى حاجة مكتعجب،غير الله يدير تياول دال الخير،
",الأحد 01 شتنبر 2019 - 16:04,
"
الله يجعل الله البركة فوزارة الفلاحة لوسكي والبيرة و الروج لكيدوخ الشعب معمرو كينقاطع أما ما ينفع الناس ويعتق أرواح الشعب مكين مشكل. لأن ما يسمى بالمسؤولين وعائلاتهم عندهم الامكانيات لي مريض يسافر ادوا فباريز
",الأحد 01 شتنبر 2019 - 16:30,<strong>Houcine</strong>
"
لماذا لا ترخص الوزارة لشركات اخرى بادخال ادوية بديلة لليفوتيروكس و احسن جودة منه كما فعلت فرنسا مؤخرا. هناك دواء بديل جيد يسمى Tirosint و يباع في جميع الدول الاوربية..
",الأحد 01 شتنبر 2019 - 16:40,
"
سلام.بحسب المقال فإن دواء ليفتروكس 50موجود.بينما الآخر من فئة 100مفقود.والحل المؤقت في نظري هو استعمال حبتين من فئة 50فهي تساوي مفعول واحدة م فئة 100.وذلك بعد استشارة طبيب مختص في السكري والغدد. كما أنه يتعين على مديرية الأدوية بوزارة الصحة العمل على تفادي الخصاص في الأودية بالاستعانة بمكتب دراسات عمومي تابع للدولة مثل:LPEE بالدار البيضاء بتنسيق مع مكتب دراسات دولي.لوضع خارطة طريق على المدى البعيد والتفكير جديا في صنع دواء ليفتروكس الذي يصنع في ألمانيا والاتصال مباشرة بالمختبر الألماني عوض المرور بالوسيط الفرنسي.
",الأحد 01 شتنبر 2019 - 16:41,<strong>ملاحظ</strong>
"
هناك بعض العائلات يشترون كميات هائلة و ذلك من غير الاكتراث لمرضى ٱخرين يجب أيضا مراقبة البيع
",الأحد 01 شتنبر 2019 - 17:32,<strong>Anouar</strong>
"
زوجتي بدون دواء بتنغير نلتمس من السيد الوزير خلق خلية داخل المستشفى الاقليمي لتوزيع الدواء المفقود تماما من الصيدليات وان تشرف هذه الخلية على بيعه داخل المستشفى الاقليمي 
تهافت المرضى على هذا الدواء وشراء كمبة كبيرة منه جعله يفقد تماما 
الامرجو منكم ان تعنلوا على بيعه داخل المستشفيات حتى تضعوا حدا للتهافن عليه ولكم جزيل الشكر
",الأحد 01 شتنبر 2019 - 17:51,
"
إمداد السوق بكمية قليلة لا يفيد شيئا. بل يزرع الفوضى بين المرضى. فإما إرضاء الجميع أو قطع الدواء بالمرة.
",الأحد 01 شتنبر 2019 - 18:28,<strong>إرضاء الجميع</strong>
"
لماذا التبعية لفرنسا حتى في صحتنا الدواء إذا انقطع من فرنسا فاسبانيا وألمانيا تصنعه لماذا لانستورده من دول أخرى ونسد الخصاص ..... كنت في السعودية الدواء متوفر وبمخزون كبير عندهم وبريطاني الصنع وبدون أعراض جانبية عكس المنتج الفرنسي فتركيبته تسبب أعراض جانبية ...... اما المختبر الذي يستورده لايريد تصنيعه في المغرب لأنه رخيص الثمن وهذا هو طمع وجشع المختبرات المغربية تصنع كل ماهو باهض الثمن فقط ....
",الأحد 01 شتنبر 2019 - 19:11,
"
السلام أنا كمريض تم استأ صال غدتي الدرقية كاملة منذ 18 سنة وأحتاج لهرمون لفوتيروكس مدى الحياة. أتمنى من الوزارة أن توفر لنا الدواء في المستوصف ونحن سنشتريه من المستوصف. لأنه كما يعرف الأطباء ""إذا تم إيقاف ليفوثيروكس، سيعاني المريض حثما و تكون عملية التمثيل الغذائي بأكملها مضطربة ، وبالتالي ستظهر أعراض متعددة مرتبطة بانخفاض معدل هذا الهرمون في الجسم. بالتفصيل، قد يعاني المريض من ""التعب الشديد، وانخفاض درجة حرارة الجسم، وانخفاض الشهية، وبطء ضربات القلب، وآلام المفاصل والعضلات، وكذلك ضعف الذاكرة والتركيز. "". لذا لن نستطيع الصمود بدون أخذ هرمون ليفوثيروكس.
",الأحد 01 شتنبر 2019 - 20:23,
